dteday,season,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,instant
2011-02-11,1,19,True,5,1,0.26,0.303,0.33,0,7,94,101,331
2011-02-11,1,20,True,5,1,0.22,0.2273,0.55,0.1343,2,61,63,332
2011-02-11,1,21,True,5,1,0.2,0.2121,0.59,0.1343,1,46,47,333
2011-02-11,1,22,True,5,1,0.2,0.2273,0.64,0.0896,2,41,43,334
2011-02-11,1,23,True,5,1,0.18,0.2424,0.69,0,5,48,53,335
2011-02-12,1,0,True,6,1,0.16,0.197,0.69,0.0896,3,27,30,336
2011-02-12,1,1,True,6,1,0.14,0.2121,0.86,0,2,22,24,337
2011-02-12,1,2,True,6,1,0.14,0.2121,0.8,0,2,13,15,338
2011-02-12,1,3,True,6,1,0.12,0.197,0.8,0,3,7,10,339
2011-02-12,1,4,True,6,1,0.12,0.1667,0.74,0.0896,0,4,4,340
2011-02-12,1,5,True,6,1,0.12,0.1667,0.74,0.0896,0,1,1,341
2011-02-12,1,6,True,6,1,0.12,0.1364,0.93,0.194,1,1,2,342
2011-02-12,1,7,True,6,1,0.12,0.1515,0.8,0.1045,2,9,11,343
2011-02-12,1,8,True,6,1,0.14,0.1515,0.86,0.1343,2,28,30,344
2011-02-12,1,9,True,6,1,0.16,0.1818,0.64,0.1343,5,38,43,345
2011-02-12,1,10,True,6,1,0.22,0.2121,0.41,0.2537,13,71,84,346
2011-02-12,1,11,True,6,1,0.3,0.2727,0.28,0.3284,30,84,114,347
2011-02-12,1,12,True,6,1,0.3,0.2727,0.39,0.4627,27,93,120,348
2011-02-12,1,13,True,6,1,0.3,0.2727,0.39,0.4179,32,103,135,349
2011-02-12,1,14,True,6,1,0.34,0.3182,0.31,0.2836,30,90,120,350
2011-02-12,1,15,True,6,1,0.34,0.303,0.29,0.4179,47,127,174,351
2011-02-12,1,16,True,6,1,0.34,0.303,0.29,0.4179,42,103,145,352
2011-02-12,1,17,True,6,1,0.32,0.2879,0.31,0.5224,24,113,137,353
2011-02-12,1,18,True,6,1,0.28,0.2576,0.38,0.3284,4,60,64,354
2011-02-12,1,19,True,6,1,0.28,0.2727,0.38,0.1642,2,39,41,355
2011-02-12,1,20,True,6,1,0.26,0.2576,0.41,0.2239,1,39,40,356
2011-02-12,1,21,True,6,1,0.26,0.303,0.41,0,9,42,51,357
2011-02-12,1,22,True,6,1,0.24,0.2576,0.44,0.0896,6,39,45,358
2011-02-12,1,23,True,6,1,0.22,0.2273,0.51,0.1343,1,31,32,359
2011-02-13,1,0,True,0,1,0.2,0.2273,0.64,0.1045,5,34,39,360
2011-02-13,1,1,True,0,1,0.2,0.2273,0.59,0.0896,1,23,24,361
2011-02-13,1,2,True,0,2,0.2,0.2273,0.75,0.0896,1,19,20,362
2011-02-13,1,3,True,0,2,0.2,0.2273,0.69,0.1045,4,8,12,363
2011-02-13,1,4,True,0,2,0.2,0.2121,0.69,0.1642,0,2,2,364
2011-02-13,1,6,True,0,2,0.2,0.2121,0.69,0.1343,2,3,5,365
2011-02-13,1,7,True,0,2,0.22,0.2727,0.55,0,0,3,3,366
2011-02-13,1,8,True,0,2,0.22,0.2273,0.64,0.194,1,11,12,367
2011-02-13,1,9,True,0,2,0.24,0.2273,0.6,0.2239,12,35,47,368
2011-02-13,1,10,True,0,1,0.3,0.2727,0.45,0.3284,19,86,105,369
2011-02-13,1,11,True,0,1,0.32,0.2879,0.39,0.4478,26,86,112,370
2011-02-13,1,12,True,0,1,0.36,0.3182,0.32,0.4627,58,94,152,371
2011-02-13,1,13,True,0,1,0.38,0.3939,0.29,0.3582,62,92,154,372
2011-02-13,1,14,True,0,2,0.4,0.4091,0.3,0.4179,51,110,161,373
2011-02-13,1,15,True,0,2,0.4,0.4091,0.3,0.2985,40,122,162,374
2011-02-13,1,16,True,0,2,0.42,0.4242,0.28,0.3284,28,106,134,375
2011-02-13,1,17,True,0,1,0.42,0.4242,0.28,0.3284,30,95,125,376
2011-02-13,1,18,True,0,1,0.4,0.4091,0.32,0.2985,17,78,95,377
2011-02-13,1,19,True,0,1,0.4,0.4091,0.35,0.2836,11,50,61,378
2011-02-13,1,20,True,0,1,0.4,0.4091,0.35,0.3284,15,32,47,379
2011-02-13,1,21,True,0,1,0.4,0.4091,0.35,0.3582,6,45,51,380
2011-02-13,1,22,True,0,1,0.4,0.4091,0.35,0.2985,5,31,36,381
2011-02-13,1,23,True,0,1,0.4,0.4091,0.35,0.3582,3,27,30,382
2011-02-14,1,0,True,1,1,0.38,0.3939,0.37,0.3582,3,8,11,383
2011-02-14,1,1,True,1,1,0.38,0.3939,0.37,0.3582,1,6,7,384
2011-02-14,1,2,True,1,1,0.36,0.3333,0.4,0.2985,0,2,2,385
2011-02-14,1,3,True,1,1,0.34,0.3182,0.46,0.2239,1,1,2,386
2011-02-14,1,4,True,1,1,0.32,0.303,0.53,0.2836,0,2,2,387
2011-02-14,1,5,True,1,1,0.32,0.303,0.53,0.2836,0,3,3,388
2011-02-14,1,6,True,1,1,0.34,0.303,0.46,0.2985,1,25,26,389
2011-02-14,1,7,True,1,1,0.34,0.303,0.46,0.2985,2,96,98,390
